InputStoryid	RandomFifthSentenceQuiz1	RandomFifthSentenceQuiz2	AnswerRightEnding	context	nsp_pred	ppl_pred
af08ee8d-7637-43b9-8676-20f777948d45	She had a good time making the birthday video.	She did not want to wish her uncle happy birthday n.	1	Our 19 month old granddaughter loves her uncle Joe. It was Joe's birthday yesterday. Our granddaughter lives 200 miles away from her uncle. Her daddy had make a video wishing her uncle Happy Birthday.	1	1
cb5d2caa-a84a-4b24-b220-31fa7f86c2ed	I was able to get gas for my car.	I was able to buy a burger.	1	I needed gas for my car. I did not have enough money for any gallons. I looked under my couch pillows and in my pockets. I finally found enough change.	1	1
475064f6-c45a-45cb-be9c-e9be1ef34099	He didn't ever fix the rip.	He sewed up the rip before it got any bigger.	2	Pat wore his favorite shirt to work. During a break he noticed a thread hanging from his collar. He followed the thread to a rip in the fabric. Pat went to a store to buy a sewing kit.	2	2
64c9ccdc-2e31-41cb-8169-d71b2c2f23d6	Kim hated the dress.	Everyone stared at nice dress.	2	Kim went through her closet and pulled out all her old clothes. She took scissors and cut up all the clothes into strips. She took them and began to sew them to make a dress. Kim put on her new dress and wore it around town.	1	1
7b6bdd52-ec12-4f9c-83d1-e4fb4b7021aa	The new student had glasses.	They were jealous of the new boy!	2	Gina and her friends were all talking about the new boy. He had arrived at the school today and received a new desk. Now all the students in the class wanted new desks. But there weren't enough.	2	2
9616cc4c-a281-4a96-903a-5bf6c8a8dd41	I decided to water ski home.	I would have preferred solitude.	2	I decided I wanted to go to the park the other day. After thinking, I decided on which park in town to go to. After arriving, I set about walking the trails and relaxing. There were a lot of people out that day!	1	2
08a5571c-8367-4492-9b1d-cd6285e01a51	Amy began to sweat.	Amy began shivering.	1	Amy was visiting her best friend in Phoenix. It was her first time in Arizona. She was excited to see the town. She exited the airport and was struck by the heat.	1	1
41bd9b24-2039-4c27-aa91-5e7b93266418	Everyone bought the album because it was so good.	Then Tyler decided he would never play the guitar again.	1	Tyler loved to sing and play the guitar. He played and sing in church. Everyone loved it when he sang. One day Tyler made an album.	2	2
b8633622-a867-4d54-8c07-d5b67ccd81e9	When she came home, I warmed up the chicken.	I kept the sandwiches in the refrigerator until she arrived.	2	My wife was coming home early from work last night. I decided to make sandwiches. She usually enjoys them quite a bit. She didn't come home when she said she would.	2	2
7d4fb0db-7e20-4dff-9fca-0558bae396d1	At that point, James was able to join band class.	James attempted to join the swim team.	1	James was sad because all his friends joined band class without him. He begged his mother for permission and money to join but she said no. James got a job with the paper route and saved his money for weeks. Finally, by week 5 of his route he had enough to rent a clarinet.	1	1
2b6100d2-65f6-4957-b941-448d99edee9e	Joy lay on the beach for most of the day.	Joy enjoyed sledding for whole morning.	2	Joy went to bed hoping for snow. She had a new sled she really wanted to try! She was overjoyed when she woke up to six inches of snow. She got dressed as quickly as she could.	2	1
5eeb38c0-0f8e-4a5c-8837-dff3addc42bb	He declined the offer and just stayed at home.	He went to TCU and graduated.	2	James wasn't into soccer, but he played it anyways. He was actually a great player. Eventually he was offered a scholarship to play for TCU. He wanted to go to college so he kept playing.	2	2
399eb62d-8579-4e90-9699-99860735e1f0	They had a fantastic time.	The hated the beach.	1	It was a bright sunny day and the Smiths wanted a break. They decided to take a small trip to the beach. Just as they arrived clouds came out and it started raining. They decided to stay and play anyway.	2	1
db4b4104-2ca7-4c10-a1bf-adcdef65b0c5	They father and son then walked home.	The toddler was very happy about the treats.	2	On the fourth of July, the bank held an ice cream party. A mom took her toddler to it. They stood in line. When it was their turn, they got a balloon and some ice cream.	2	2
2f3ecc20-034e-4518-ae01-6de8ba346f8b	The teacher caught and suspended me.	I was very proud of myself.	1	I was ill-prepared for my final exam coming up. I decided to make a cheat sheet to use in class. I was nervous, but needed an A. I put my cheat sheet in my palm and used it.	1	2
307eb6fc-525b-4b74-bbfa-77bdc05dab5d	Oscar wrestled his doctor to the floor.	He had to take his medicine as prescribed, or it wouldn't work.	2	Oscar was a wrestler in high school and practiced every day. During practice he got sweat from other people on him. He ended up coming down with ringworm on his left hand. He went to the doctor to get medicine.	1	2
3da83c7f-c5bf-4acc-a48b-3a0fc11e3a00	I used the shovel to get rid of the rest of my chickens.	The hawk flew away before I knew what to do with the shovel.	2	I own five chickens that I keep in a pen to keep them safe. One sunny day I decided to let them wander around on my lawn. They were enjoying themselves when a large hawk swooped down. I saw the hawk grab my favorite hen and I ran after it with a shovel.	2	2
b7932094-6c02-4c73-ac78-30e749270130	Bob thinks all of his friends should come to yoga with him.	Bob thinks he should stop trying to do yoga.	2	Bob has heard that yoga will help him reduce his stress. He decides to attend a beginners yoga class. However, he finds that the poses are difficult and uncomfortable. One pose even makes his back ache.	2	2
c4116a2f-9962-4149-aa2a-20e9b0da640c	Harry told Barry he was going camping.	Harry and Ben loved Barry's choice.	2	Harry needed to find a hotel room for a week. Barry decided to research on the internet for hotel options. After selecting two hotel companies, Harry had to make a decision. After comparing, Barry decided on a hotel.	2	1
e5378942-b5a8-4020-beff-9ed133afbd46	Cay was very stressed afterwards.	This always made her calm and relaxed.	2	Cay decided she was too stressed out. She decided she would try to meditate to calm her stress. Each morning she sat cross-legged and closed her eyes. Then she thought calming thoughts for several minutes.	1	2
81900ecb-4225-46da-8485-0233a30b7813	The finally had found peace with each other.	The fight behind them grew larger before the police arrived.	1	Johnny and his mother have been fighting for Years. The fight has gone on so long neither one remembers why it started. One day Johnny decides to call his mother to tell her he loves her. The decide to put the fight behind them.	2	2
12f3ba1b-4042-49e2-ad61-fcd290f81019	Lina was so heart broken.	Lina was so relieved!	2	Lina's dentist told her she needed braces. She didn't want them. She was scared everyone would make fun of her. Luckily, after she got them, everyone complimented her on them.	2	2
40ff5f1e-6cf6-4ceb-894b-f01604ff79a7	Tom was enraged.	Tom was elated for his girlfriend.	1	Tom decided to ditch hanging out with our family. He wanted to go on a date with his girlfriend. They went to a restaurant. He found out that she was waiting for another man over there.	2	2
748b59d5-1ddc-4ad6-858f-6b2434322802	The cake turned out perfectly.	Bob threw the cake away, and went for a walk.	1	Bob wanted to bake a birthday cake for his wife. He mixed all of the ingredients together in a bowl. Then, Bob poured the batter into a pan. He baked the cake for 30 minutes.	2	2
30d4cb54-5d42-4e64-aad2-382a9a98eb1b	She let them keep the computer.	The shop fixed her computer.	2	Sarah was typing out an essay for her English class. Her laptop started to make a funny noise. The screen turned black. Sarah took her laptop to a computer repair shop.	2	2
115f87cc-b252-4a75-bd94-7870a8b22b9b	Jordan gave up.	Jordan watched new episodes of his favorite show.	1	Jordan was upset that his favorite show was being cancelled. He had already sent an email to the network. When that netted no results, he posted on forums. Finally, he realized there was no hope.	2	2
d6b1153c-e1db-4f53-b597-3b56fb1f2985	I walked away from it without playing.	I played it until I ran out of money.	2	When I was a boy, I went to the arcade. I walked around and looked at all the cool games. I saw one game that really caught my eye. I walked up and put my coins into it.	2	2
8d75b91a-c7a7-494c-a765-a061cf9a18c8	Tommy spent all of his money on a new bike.	So he went to Florida.	2	Tommy wanted to take a trip to Florida. He checked his savings, but didn't have much money. So he started working and saving as much as he could. Within a month he had enough for the trip!	1	1
3dfaa24e-3281-4298-9d2f-b8120a24dfdb	Ed's feet immediately felt better.	Ed reported the masseuse for health code violations.	1	Ed went for a foot massage. He was nervous, but his feet ached. The masseuse set him on a stool. Then she rubbed his feet expertly.	1	1
dea63a70-0af3-4b1b-a558-c31b7523f185	He told his mother, and she took him for pizza.	His mother found out and made him confess.	2	Greg was almost always a good kid. But one day he was tossing his baseball and wasn't paying attention. The ball soared through Mr Jones' window and broke it. Greg ran and hid so nobody would be angry with him.	2	1
98d8ded5-62c0-4638-81c4-c3416fdc8a2f	We won the game and received an awesome prize.	We shot a hole in the opposing float and they sank.	1	A couple of my friends took me to an arcade. In addition to playing arcade games, we played outdoor activities. This included going on floats with water guns. My friend and I tried to shoot the people on the other floats.	2	1
6df9e2c2-b752-4577-bca8-c2e52ccea230	He fell so in love with the scenery that he eventually moved.	When he got off the train, he enjoyed the west immensely.	1	Neil was traveling through France. He had spent a few days in Calais. Then he wanted to see the sights in Nice. He hopped on a train and journeyed east.	2	1
8dce377b-4956-4add-841e-6ad4fca56fa4	They had to push the car.	They soon went home.	1	Rob was driving with his friends. They were driving all night just for fun. When they got to downtown the car started to sputter. It ended up stalling in the middle of an intersection.	1	1
d03941ae-0a6b-46fb-9da5-330375c05aca	I began to read over the test.	I woke up when the bell rang for class to be over.	2	I stayed in the library all night to study for a chemistry test. By the time the sun started to come up I was exhausted. I struggled to keep my eyes open as I walked to class. Once the tests were handed out, I immediately fell asleep.	2	2
